AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,HOUSEHOLD_KEY
25-34,U,15-24K,Unknown,Single Female,1,None/Unknown,2405
25-34,A,125-149K,Homeowner,2 Adults Kids,3,1,2406
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,2407
35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2408
25-34,B,175-199K,Unknown,Single Female,1,None/Unknown,2409
25-34,U,15-24K,Homeowner,2 Adults Kids,4,2,2410
65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2411
35-44,A,Under 15K,Homeowner,1 Adult Kids,3,1,2412
45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,2413
55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,2414
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,2415
35-44,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2416
45-54,A,25-34K,Unknown,2 Adults Kids,3,1,2417
35-44,A,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2418
45-54,A,15-24K,Unknown,2 Adults Kids,4,2,2419
45-54,U,15-24K,Unknown,2 Adults Kids,3,1,2420
45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,2421
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2422
55-64,A,Under 15K,Unknown,Single Female,2,None/Unknown,2423
25-34,A,100-124K,Homeowner,2 Adults Kids,4,2,2424
45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,2425
19-24,U,Under 15K,Probable Renter,Single Female,1,None/Unknown,2426
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,2427
35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown,2428
45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2,2429
45-54,A,50-74K,Homeowner,1 Adult Kids,4,2,2430
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2431
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,2432
45-54,B,35-49K,Renter,Single Female,1,None/Unknown,2433
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,2434
45-54,U,50-74K,Homeowner,1 Adult Kids,5+,3+,2435
45-54,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,2436
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,2437
25-34,A,Under 15K,Homeowner,2 Adults Kids,4,2,2438
35-44,A,250K+,Homeowner,2 Adults Kids,3,1,2439
25-34,A,15-24K,Homeowner,2 Adults Kids,3,1,2440
55-64,A,50-74K,Homeowner,Unknown,2,None/Unknown,2441
25-34,U,15-24K,Unknown,Single Male,1,None/Unknown,2442
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2443
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2444
45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,2445
35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2446
35-44,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2447
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2448
35-44,A,175-199K,Homeowner,2 Adults Kids,5+,3+,2449
45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,2450
65+,A,35-49K,Unknown,Single Male,2,None/Unknown,2451
45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2452
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,2453
65+,B,25-34K,Unknown,Single Female,1,None/Unknown,2454
45-54,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2455
55-64,A,35-49K,Homeowner,2 Adults Kids,4,2,2456
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2457
35-44,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2458
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2459
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2460
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,2461
45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,2462
65+,B,25-34K,Homeowner,Single Female,1,None/Unknown,2463
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2464
65+,A,15-24K,Homeowner,Single Female,2,None/Unknown,2465
55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2466
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,2467
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,2468
25-34,A,50-74K,Renter,2 Adults No Kids,2,None/Unknown,2469
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2470
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2471
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2472
25-34,A,Under 15K,Homeowner,Single Male,2,None/Unknown,2473
25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,2474
25-34,A,200-249K,Homeowner,2 Adults Kids,5+,3+,2475
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,2476
25-34,A,50-74K,Renter,2 Adults No Kids,2,None/Unknown,2477
55-64,A,100-124K,Homeowner,2 Adults Kids,4,2,2478
25-34,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2479
65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2480
55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2481
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2482
45-54,B,75-99K,Homeowner,Single Male,1,None/Unknown,2483
19-24,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2484
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,2485
35-44,B,25-34K,Unknown,Single Male,1,None/Unknown,2486
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,2487
45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown,2488
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2489
55-64,B,35-49K,Homeowner,Single Male,1,None/Unknown,2490
45-54,U,100-124K,Unknown,Unknown,1,None/Unknown,2491
35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,2492
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,2493
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2494
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2495
45-54,A,75-99K,Homeowner,Unknown,3,1,2496
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,2497
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2498
25-34,U,Under 15K,Unknown,2 Adults Kids,3,1,2499
25-34,U,25-34K,Unknown,Single Female,1,None/Unknown,2500
